link,text,category,product
https://www.paspaley.com/jewellery/pearl-necklaces/touchstone-ruby-12mm-round-pendant-yellow-gold,"Touchstone Ruby 12mm Round
 Pendant - Yellow Gold",necklaces,touchstone-ruby-12mm-round-pendant-yellow-gold
https://www.paspaley.com/jewellery/pearl-necklaces/diamond-touchstone-pendant-13mm-oval-yellow-gold,"Diamond Touchstone Pendant
 13mm Oval  - Yellow Gold",necklaces,diamond-touchstone-pendant-13mm-oval-yellow-gold
https://www.paspaley.com/jewellery/pearl-necklaces/pearls-my-way-pave-pendant-14mm-round-white-gold,"Pearls My Way Pave Pendant
 14mm Round - White Gold",necklaces,pearls-my-way-pave-pendant-14mm-round-white-gold
https://www.paspaley.com/jewellery/pearl-necklaces/monsoon-wildflower-collier-yellow-gold,Monsoon Wildflower Collier - Yellow Gold,necklaces,monsoon-wildflower-collier-yellow-gold
https://www.paspaley.com/jewellery/pearl-necklaces/monsoon-large-cicada-pendant-yellow-gold,"Monsoon Large Cicada 
Pendant - Yellow Gold",necklaces,monsoon-large-cicada-pendant-yellow-gold
https://www.paspaley.com/jewellery/pearl-necklaces/monsoon-large-cicada-pendant-white-gold,"Monsoon Large Cicada 
Pendant - White Gold",necklaces,monsoon-large-cicada-pendant-white-gold
https://www.paspaley.com/jewellery/pearl-necklaces/monsoon-budding-flower-pendant-yellow-gold,"Monsoon Budding Flower 
Pendant - Yellow Gold",necklaces,monsoon-budding-flower-pendant-yellow-gold
https://www.paspaley.com/jewellery/pearl-necklaces/monsoon-budding-flower-pendant-white-gold,"Monsoon Budding Flower 
Pendant - White Gold",necklaces,monsoon-budding-flower-pendant-white-gold
https://www.paspaley.com/jewellery/pearl-necklaces/monsoon-petal-pendant-necklace-yellow-gold,"Monsoon Petal Pendant 
Necklace - Yellow Gold",necklaces,monsoon-petal-pendant-necklace-yellow-gold
https://www.paspaley.com/jewellery/pearl-necklaces/maxima-rope-necklace-rose-gold,Maxima Rope Necklace – Rose Gold,necklaces,maxima-rope-necklace-rose-gold
https://www.paspaley.com/jewellery/pearl-necklaces/maxima-necklet-rose-gold,Maxima Necklet – Rose Gold,necklaces,maxima-necklet-rose-gold
https://www.paspaley.com/jewellery/pearl-necklaces/maxima-chain-necklace-rose-gold,Maxima Chain Necklace – Rose Gold,necklaces,maxima-chain-necklace-rose-gold
https://www.paspaley.com/jewellery/pearl-necklaces/maxima-pearl-rope-necklace-yellow-gold,Maxima Pearl Rope Necklace - Yellow Gold,necklaces,maxima-pearl-rope-necklace-yellow-gold
https://www.paspaley.com/jewellery/pearl-necklaces/maxima-single-pearl-necklace-white-gold,"Maxima Single Pearl 
Necklace - White Gold",necklaces,maxima-single-pearl-necklace-white-gold
https://www.paspaley.com/jewellery/pearl-necklaces/bella-pendant-yellow-gold,Bella Pendant - Yellow Gold,necklaces,bella-pendant-yellow-gold
https://www.paspaley.com/jewellery/pearl-necklaces/palais-pearl-necklace-rose-gold,Palais Pearl Necklace - Rose Gold,necklaces,palais-pearl-necklace-rose-gold
https://www.paspaley.com/jewellery/pearl-necklaces/palais-pearl-necklace-yellow-gold,Palais Pearl Necklace - Yellow Gold,necklaces,palais-pearl-necklace-yellow-gold
https://www.paspaley.com/jewellery/pearl-necklaces/palais-pearl-necklace-white-gold,Palais Pearl Necklace - White Gold,necklaces,palais-pearl-necklace-white-gold
https://www.paspaley.com/jewellery/pearl-necklaces/semi-round-pearl-swap-yellow-gold,Semi Round Pearl Swap - Yellow Gold,necklaces,semi-round-pearl-swap-yellow-gold
https://www.paspaley.com/jewellery/pearl-necklaces/baroque-pearl-swap-white-gold,Baroque Pearl Swap - White Gold,necklaces,baroque-pearl-swap-white-gold
https://www.paspaley.com/jewellery/pearl-necklaces/rockpool-pendant-yellow-gold,Rockpool Pendant - Yellow Gold,necklaces,rockpool-pendant-yellow-gold
https://www.paspaley.com/jewellery/pearl-necklaces/rockpool-pendant-white-gold,Rockpool Pendant - White Gold,necklaces,rockpool-pendant-white-gold
https://www.paspaley.com/jewellery/pearl-necklaces/rockpool-petite-pendant-yellow-gold,Rockpool Petite Pendant - Yellow Gold,necklaces,rockpool-petite-pendant-yellow-gold
https://www.paspaley.com/jewellery/pearl-necklaces/rockpool-petite-pendant-white-gold,Rockpool Petite Pendant - White Gold,necklaces,rockpool-petite-pendant-white-gold
https://www.paspaley.com/jewellery/pearl-necklaces/rockpool-tanzanite-collier-platinum,Rockpool Tanzanite Collier - Platinum,necklaces,rockpool-tanzanite-collier-platinum
https://www.paspaley.com/jewellery/pearl-necklaces/rockpool-paraiba-collier-platinum,Rockpool Paraiba Collier - Platinum,necklaces,rockpool-paraiba-collier-platinum
https://www.paspaley.com/jewellery/pearl-necklaces/rockpool-short-chain-yellow-gold,Rockpool Short Chain - Yellow Gold,necklaces,rockpool-short-chain-yellow-gold
https://www.paspaley.com/jewellery/pearl-necklaces/rockpool-long-chain-white-gold,Rockpool Long Chain - White Gold,necklaces,rockpool-long-chain-white-gold
https://www.paspaley.com/jewellery/pearl-necklaces/maxima-black-rope-necklace-white-gold,Maxima Black Rope Necklace - White Gold,necklaces,maxima-black-rope-necklace-white-gold
https://www.paspaley.com/jewellery/pearl-necklaces/maxima-black-necklet-white-gold,Maxima Black Necklet - White Gold,necklaces,maxima-black-necklet-white-gold
https://www.paspaley.com/jewellery/pearl-necklaces/maxima-rope-necklace-yellow-gold,Maxima Rope Necklace - Yellow Gold,necklaces,maxima-rope-necklace-yellow-gold
https://www.paspaley.com/jewellery/pearl-necklaces/maxima-necklet-yellow-gold,Maxima Necklet - Yellow Gold,necklaces,maxima-necklet-yellow-gold
https://www.paspaley.com/jewellery/pearl-necklaces/touchstone-black-diamond-necklace-white-gold,"Touchstone Black Diamond 
Necklace - White Gold",necklaces,touchstone-black-diamond-necklace-white-gold
https://www.paspaley.com/jewellery/pearl-necklaces/touchstone-ruby-tassel-yellow-gold,Touchstone Ruby Tassel - Yellow Gold,necklaces,touchstone-ruby-tassel-yellow-gold
https://www.paspaley.com/jewellery/pearl-necklaces/touchstone-ruby-necklace-yellow-gold,Touchstone Ruby Necklace - Yellow Gold,necklaces,touchstone-ruby-necklace-yellow-gold
https://www.paspaley.com/jewellery/pearl-necklaces/touchstone-long-ruby-necklace-yellow-gold,"Touchstone Long Ruby 
Necklace - Yellow Gold",necklaces,touchstone-long-ruby-necklace-yellow-gold
https://www.paspaley.com/jewellery/pearl-rings/megisti-pink-opal-ring,MEGISTI PINK OPAL RING,rings,megisti-pink-opal-ring
https://www.paspaley.com/jewellery/pearl-rings/megisti-turquoise-cocktail-ring,MEGISTI TURQUOISE COCKTAIL RING,rings,megisti-turquoise-cocktail-ring
https://www.paspaley.com/jewellery/pearl-rings/megisti-turquoise-ring,MEGISTI TURQUOISE RING,rings,megisti-turquoise-ring
https://www.paspaley.com/jewellery/pearl-rings/megisti-lapis-ring,MEGISTI LAPIS RING,rings,megisti-lapis-ring
https://www.paspaley.com/jewellery/pearl-rings/touchstone-sapphire-ring-yellow-gold,Touchstone Sapphire Ring - Yellow Gold,rings,touchstone-sapphire-ring-yellow-gold
https://www.paspaley.com/jewellery/pearl-rings/touchstone-sapphire-ring-white-gold,Touchstone Sapphire Ring - White Gold,rings,touchstone-sapphire-ring-white-gold
https://www.paspaley.com/jewellery/pearl-rings/touchstone-tsavorite-ring-white-gold,Touchstone Tsavorite Ring - White Gold,rings,touchstone-tsavorite-ring-white-gold
https://www.paspaley.com/jewellery/pearl-rings/touchstone-diamond-ring-white-gold,Touchstone Diamond Ring - White Gold,rings,touchstone-diamond-ring-white-gold
https://www.paspaley.com/jewellery/pearl-rings/maxima-black-snake-ring-white-gold,Maxima Black Snake Ring - White Gold,rings,maxima-black-snake-ring-white-gold
https://www.paspaley.com/jewellery/pearl-rings/maxima-ring-white-gold,Maxima Ring - White Gold,rings,maxima-ring-white-gold
https://www.paspaley.com/jewellery/pearl-rings/monsoon-wildflower-ring-yellow-gold,Monsoon Wildflower Ring - Yellow Gold,rings,monsoon-wildflower-ring-yellow-gold
https://www.paspaley.com/jewellery/pearl-rings/monsoon-large-button-ring-yellow-gold,Monsoon Large Button Ring - Yellow Gold,rings,monsoon-large-button-ring-yellow-gold
https://www.paspaley.com/jewellery/pearl-rings/monsoon-large-button-ring-white-gold,Monsoon Large Button Ring - White Gold,rings,monsoon-large-button-ring-white-gold
https://www.paspaley.com/jewellery/pearl-rings/monsoon-wrap-ring-yellow-gold,Monsoon Wrap Ring - Yellow Gold,rings,monsoon-wrap-ring-yellow-gold
https://www.paspaley.com/jewellery/pearl-rings/monsoon-wrap-ring-white-gold,Monsoon Wrap Ring - White Gold,rings,monsoon-wrap-ring-white-gold
https://www.paspaley.com/jewellery/pearl-rings/maxima-snake-ring-rose-gold,Maxima Snake Ring – Rose Gold,rings,maxima-snake-ring-rose-gold
https://www.paspaley.com/jewellery/pearl-rings/maxima-ring-rose-gold,Maxima Ring – Rose Gold,rings,maxima-ring-rose-gold
https://www.paspaley.com/jewellery/pearl-rings/maxima-black-ring-white-gold,Maxima Black Ring - White Gold,rings,maxima-black-ring-white-gold
https://www.paspaley.com/jewellery/pearl-rings/maxima-ring-yellow-gold,Maxima Ring - Yellow Gold,rings,maxima-ring-yellow-gold
https://www.paspaley.com/jewellery/pearl-rings/touchstone-diamond-ring-yellow-gold,Touchstone Diamond Ring - Yellow Gold,rings,touchstone-diamond-ring-yellow-gold
https://www.paspaley.com/jewellery/pearl-rings/touchstone-black-diamond-ring-white-gold,"Touchstone Black Diamond 
Ring - White Gold",rings,touchstone-black-diamond-ring-white-gold
https://www.paspaley.com/jewellery/pearl-rings/julia-ring-yellow-gold,Julia Ring - Yellow Gold,rings,julia-ring-yellow-gold
https://www.paspaley.com/jewellery/pearl-rings/julia-ring-white-gold,Julia Ring - White Gold,rings,julia-ring-white-gold
https://www.paspaley.com/jewellery/pearl-rings/keshi-eternity-ring-yellow-gold,Keshi Eternity Ring - Yellow Gold,rings,keshi-eternity-ring-yellow-gold
https://www.paspaley.com/jewellery/pearl-rings/keshi-eternity-ring-white-gold,Keshi Eternity Ring - White Gold,rings,keshi-eternity-ring-white-gold
https://www.paspaley.com/jewellery/pearl-rings/pave-cherish-ring-yellow-gold,Pave Cherish Ring - Yellow Gold,rings,pave-cherish-ring-yellow-gold
https://www.paspaley.com/jewellery/pearl-rings/pave-cherish-ring-white-gold,Pavé Cherish Ring - White Gold,rings,pave-cherish-ring-white-gold
https://www.paspaley.com/jewellery/pearl-rings/embrace-the-sea-ring-yellow-gold,Embrace the Sea Ring - Yellow Gold,rings,embrace-the-sea-ring-yellow-gold
https://www.paspaley.com/jewellery/pearl-rings/rockpool-ring-white-gold,Rockpool Ring - White Gold,rings,rockpool-ring-white-gold
https://www.paspaley.com/jewellery/pearl-rings/touchstone-ruby-ring-yellow-gold,Touchstone Ruby Ring - Yellow Gold,rings,touchstone-ruby-ring-yellow-gold
