link,text,category,product,year
https://www.paspaley.com/jewellery/pearl-accessories/thin-leather-cascade-taupe,Thin Leather Cascade - Taupe,accessories.htm,thin-leather-cascade-taupe,2020
https://www.paspaley.com/jewellery/pearl-accessories/thin-leather-cascade-brown,Thin Leather Cascade - Brown,accessories.htm,thin-leather-cascade-brown,2020
https://www.paspaley.com/jewellery/pearl-accessories/thin-leather-cascade-blue,Thin Leather Cascade - Blue,accessories.htm,thin-leather-cascade-blue,2020
https://www.paspaley.com/jewellery/pearl-accessories/omega-chain-white-gold,Omega Chain - White Gold,accessories.htm,omega-chain-white-gold,2020
https://www.paspaley.com/jewellery/pearl-accessories/pearl-cufflinks-white-gold,Pearl Cufflinks - White Gold,accessories.htm,pearl-cufflinks-white-gold,2020
https://www.paspaley.com/jewellery/pearl-accessories/omega-chain-yellow-gold,Omega Chain - Yellow Gold,accessories.htm,omega-chain-yellow-gold,2020
https://www.paspaley.com/jewellery/pearl-accessories/long-trace-chain-white-gold,Long Trace Chain - White Gold,accessories.htm,long-trace-chain-white-gold,2020
https://www.paspaley.com/jewellery/pearl-accessories/fine-mirror-trace-chain-rose-gold,Fine Mirror Trace Chain - Rose Gold,accessories.htm,fine-mirror-trace-chain-rose-gold,2020
https://www.paspaley.com/jewellery/pearl-accessories/fine-mirror-trace-chain-yellow-gold,Fine Mirror Trace Chain - Yellow Gold,accessories.htm,fine-mirror-trace-chain-yellow-gold,2020
https://www.paspaley.com/jewellery/pearl-accessories/nitrile-bayonet-clasp-white-gold,Nitrile Bayonet Clasp - White Gold,accessories.htm,nitrile-bayonet-clasp-white-gold,2020
https://www.paspaley.com/jewellery/pearl-accessories/nitrile-bayonet-clasp-yellow-gold,Nitrile Bayonet Clasp - Yellow Gold,accessories.htm,nitrile-bayonet-clasp-yellow-gold,2020
https://www.paspaley.com/jewellery/pearl-accessories/fine-key-end-nitrile-yellow-gold,Fine Key End Nitrile - Yellow Gold,accessories.htm,fine-key-end-nitrile-yellow-gold,2020
https://www.paspaley.com/jewellery/pearl-accessories/fine-key-end-nitrile-white-gold,Fine Key End Nitrile - White Gold,accessories.htm,fine-key-end-nitrile-white-gold,2020
https://www.paspaley.com/jewellery/pearl-accessories/chalif-cascade-chain-yellow-gold,Chalif Cascade Chain - Yellow Gold,accessories.htm,chalif-cascade-chain-yellow-gold,2020
https://www.paspaley.com/jewellery/pearl-accessories/black-spinel-cascade-white-gold,Black Spinel Cascade - White Gold,accessories.htm,black-spinel-cascade-white-gold,2020
https://www.paspaley.com/jewellery/pearl-accessories/fine-mirror-trace-chain-white-gold,Fine Mirror Trace Chain - White Gold,accessories.htm,fine-mirror-trace-chain-white-gold,2020
https://www.paspaley.com/jewellery/pearl-accessories/paspaley-mother-of-pearl-shell,Paspaley Mother-of-Pearl shell,accessories.htm,paspaley-mother-of-pearl-shell,2020
https://www.paspaley.com/jewellery/pearl-bracelets/delfini-strand-bracelet,Delfini Strand Bracelet,bracelet.htm,delfini-strand-bracelet,2020
https://www.paspaley.com/jewellery/pearl-bracelets/kimberley-light-bracelet-circle-pearl,Kimberley Light Bracelet - Circle Pearl,bracelet.htm,kimberley-light-bracelet-circle-pearl,2020
https://www.paspaley.com/jewellery/pearl-bracelets/kimberley-light-bracelet-petite-circle-pearl,Kimberley Light Bracelet - Petite Circle Pearl,bracelet.htm,kimberley-light-bracelet-petite-circle-pearl,2020
https://www.paspaley.com/jewellery/pearl-bracelets/pearl-red-silk-rope-bracelet-small,Pearl Red Silk Rope Bracelet - Small,bracelet.htm,pearl-red-silk-rope-bracelet-small,2020
https://www.paspaley.com/jewellery/pearl-bracelets/pearl-red-silk-rope-bracelet-large,Pearl Red Silk Rope Bracelet - Large,bracelet.htm,pearl-red-silk-rope-bracelet-large,2020
https://www.paspaley.com/jewellery/pearl-bracelets/keshi-chain-bracelet-yellow-gold,Keshi Chain Bracelet - Yellow Gold,bracelet.htm,keshi-chain-bracelet-yellow-gold,2020
https://www.paspaley.com/jewellery/pearl-bracelets/keshi-chain-bracelet-white-gold,Keshi Chain Bracelet - White Gold,bracelet.htm,keshi-chain-bracelet-white-gold,2020
https://www.paspaley.com/jewellery/pearl-bracelets/megisti-lapis-bracelet,MEGISTI LAPIS BRACELET,bracelet.htm,megisti-lapis-bracelet,2020
https://www.paspaley.com/jewellery/pearl-bracelets/megisti-pink-opal-bracelet,MEGISTI PINK OPAL BRACELET,bracelet.htm,megisti-pink-opal-bracelet,2020
https://www.paspaley.com/jewellery/pearl-bracelets/megisti-rockfall-bracelet-yellow-gold,MEGISTI ROCKFALL BRACELET - YELLOW GOLD,bracelet.htm,megisti-rockfall-bracelet-yellow-gold,2020
https://www.paspaley.com/jewellery/pearl-bracelets/megisti-bracelet-yellow-gold,MEGISTI BRACELET - YELLOW GOLD,bracelet.htm,megisti-bracelet-yellow-gold,2020
https://www.paspaley.com/jewellery/pearl-bracelets/megisti-bracelet-white-gold,MEGISTI BRACELET - WHITE GOLD,bracelet.htm,megisti-bracelet-white-gold,2020
https://www.paspaley.com/jewellery/pearl-bracelets/round-pearl-strand-bracelet,Round Pearl Strand Bracelet,bracelet.htm,round-pearl-strand-bracelet,2020
https://www.paspaley.com/jewellery/pearl-bracelets/strand-bracelet-circl%C3%A9,Strand Bracelet - Circlé,bracelet.htm,strand-bracelet-circl%C3%A9,2020
https://www.paspaley.com/jewellery/pearl-bracelets/circl%C3%A9-strand-bracelet,Circlé - Strand Bracelet,bracelet.htm,circl%C3%A9-strand-bracelet,2020
https://www.paspaley.com/jewellery/pearl-bracelets/rhapsody-strand-bracelet,Rhapsody Strand Bracelet,bracelet.htm,rhapsody-strand-bracelet,2020
https://www.paspaley.com/jewellery/pearl-bracelets/maxima-bracelet-white-gold,Maxima Bracelet - White Gold,bracelet.htm,maxima-bracelet-white-gold,2020
https://www.paspaley.com/jewellery/pearl-bracelets/touchstone-sapphire-bracelet-yellow-gold,Touchstone Sapphire Bracelet - Yellow Gold,bracelet.htm,touchstone-sapphire-bracelet-yellow-gold,2020
https://www.paspaley.com/jewellery/pearl-bracelets/monsoon-wildflower-cuff-yellow-gold,Monsoon Wildflower Cuff - Yellow Gold,bracelet.htm,monsoon-wildflower-cuff-yellow-gold,2020
https://www.paspaley.com/jewellery/pearl-bracelets/maxima-black-chain-bracelet,Maxima Black Chain Bracelet,bracelet.htm,maxima-black-chain-bracelet,2020
